CPU	 1	 0
CPU	 3	 0.016675
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0
CPU	 15	 0
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0.016675
CPU	 23	 0.016675
CPU	 25	 0
CPU	 27	 0
CPU	 29	 0
CPU	 31	 0
CPU	 33	 0
CPU	 35	 0
CPU	 37	 0
CPU	 39	 0
CPU	 41	 0.01665
CPU	 43	 0
CPU	 45	 0
CPU	 47	 0.016675
CPU	 49	 0
IO	 0	 1303.95
IO	 2	 1304.03
IO	 4	 1304.1
IO	 6	 1304.17
IO	 8	 1304.22
IO	 10	 1304.27
IO	 12	 1304.3
IO	 14	 1304.32
IO	 16	 1304.37
IO	 18	 1304.4
IO	 20	 1304.43
IO	 22	 1304.47
IO	 24	 1304.48
IO	 26	 1304.5
IO	 28	 1304.5
IO	 30	 1304.52
IO	 32	 1304.52
IO	 34	 1304.52
IO	 36	 1304.5
IO	 38	 1304.5
IO	 40	 1304.5
IO	 42	 1304.5
IO	 44	 1304.48
IO	 46	 1304.47
IO	 48	 1304.45
