CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0.016675
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0
CPU	 15	 0.01665
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0.01665
CPU	 23	 0
CPU	 25	 0.01665
CPU	 27	 0.016675
CPU	 29	 0.016675
CPU	 31	 0.01665
CPU	 33	 0
CPU	 35	 0
CPU	 37	 0.016675
CPU	 39	 0.016675
CPU	 41	 0.01665
CPU	 43	 0
CPU	 45	 0
CPU	 47	 0.016675
CPU	 49	 0.01665
IO	 14	 923.733
IO	 16	 924.367
IO	 24	 924.667
IO	 0	 925.1
IO	 26	 924.883
IO	 12	 925.3
IO	 4	 925.367
IO	 44	 925.067
IO	 40	 925.483
IO	 38	 925.817
IO	 46	 925.683
IO	 30	 926.067
IO	 10	 926.383
IO	 20	 926.383
IO	 42	 926.233
IO	 8	 926.733
IO	 2	 926.8
IO	 6	 926.917
IO	 36	 926.583
IO	 22	 926.783
IO	 34	 926.6
IO	 18	 926.85
IO	 28	 926.75
IO	 32	 926.733
IO	 48	 926.467
